항로,출발지,도착지,선박,객실등급, 일반대인 , 일반소아 , 도서대인 , 도서소아 ,시행일자,입력일시
여수-의성-거문,여수,초도_의성,페가서스호,1층좌석,1500,750,750,350,2004-11-01,39:11.6
여수-의성-거문,여수,초도_의성,페가서스호,2층좌석,1500,750,750,350,2004-11-01,39:11.6
여수-축정-거문,여수,거문도,순풍호,1등실,1500,750,750,350,2002-06-01,45:37.1
여수-축정-거문,여수,동도,순풍호,1등실,1500,750,750,350,2002-06-01,45:37.1
여수-축정-거문,여수,서도,순풍호,1등실,1500,750,750,350,2002-06-01,45:37.1
여수-축정-거문,여수,손죽도,순풍호,1등실,1350,650,750,350,2002-06-01,45:37.1
여수-축정-거문,여수,초도_대동,순풍호,1등실,1500,750,750,350,2002-06-01,45:37.1
여수-축정-거문,여수,초도_진막,순풍호,1등실,1500,750,750,350,2002-06-01,45:37.1
여수-축정-거문,여수,축정,순풍호,1등실,900,450,750,350,2002-06-01,45:37.1
여수-초도-거문,거문도,동도,오가고호,등급없음,1000,500,500,250,2003-01-31,22:49.9
여수-초도-거문,거문도,동도,오가고호,등급없음,1000,500,500,250,2003-01-31,22:49.9
여수-초도-거문,거문도,동도,오가고호,등급없음,1000,500,500,250,2003-01-31,22:49.8
여수-초도-거문,거문도,동도,페레스트로이카,등급없음,1000,500,500,250,2003-01-31,22:49.9
여수-초도-거문,거문도,동도,모비딕,등급없음,1000,500,500,250,2003-01-31,22:49.9
여수-초도-거문,거문도,동도,모비딕,등급없음,1000,500,500,250,2003-01-31,22:49.9
여수-초도-거문,거문도,동도,데모크라시1,등급없음,1000,500,500,250,2003-01-31,22:49.9
여수-초도-거문,거문도,동도,데모크라시1,등급없음,1000,500,500,250,2003-01-31,22:49.9
여수-초도-거문,거문도,동도,데모크라시1,등급없음,1000,500,500,250,2003-01-31,22:49.8
여수-초도-거문,거문도,동도,가고오고호,일반,1000,500,500,250,2003-01-31,22:49.9
여수-초도-거문,거문도,서도,오가고호,등급없음,1000,500,500,250,2003-01-31,22:49.8
여수-초도-거문,거문도,서도,오가고호,등급없음,1000,500,500,250,2003-01-31,22:49.8
여수-초도-거문,거문도,서도,오가고호,등급없음,1000,500,500,250,2003-01-31,22:49.8
여수-초도-거문,거문도,서도,페레스트로이카,등급없음,1000,500,500,250,2003-01-31,22:49.8
여수-초도-거문,거문도,서도,모비딕,등급없음,1000,500,500,250,2003-01-31,22:49.8
여수-초도-거문,거문도,서도,모비딕,등급없음,1000,500,500,250,2003-01-31,22:49.8
여수-초도-거문,거문도,서도,데모크라시1,등급없음,1000,500,500,250,2003-01-31,22:49.8
여수-초도-거문,거문도,서도,데모크라시1,등급없음,1000,500,500,250,2003-01-31,22:49.8
여수-초도-거문,거문도,서도,데모크라시1,등급없음,1000,500,500,250,2003-01-31,22:49.8
여수-초도-거문,거문도,서도,가고오고호,일반,1000,500,500,250,2003-01-31,22:49.8
여수-초도-거문,거문도,손죽도,오가고호,등급없음,1000,500,500,250,2003-01-31,22:49.7
여수-초도-거문,거문도,손죽도,오가고호,등급없음,1000,500,500,250,2003-01-31,22:49.7
여수-초도-거문,거문도,손죽도,오가고호,등급없음,1000,500,500,250,2003-01-31,22:49.7
여수-초도-거문,거문도,손죽도,페레스트로이카,등급없음,1000,500,500,250,2003-01-31,22:49.7
여수-초도-거문,거문도,손죽도,모비딕,등급없음,1000,500,500,250,2003-01-31,22:49.7
여수-초도-거문,거문도,손죽도,모비딕,등급없음,1000,500,500,250,2003-01-31,22:49.7
여수-초도-거문,거문도,손죽도,데모크라시1,등급없음,1000,500,500,250,2003-01-31,22:49.7
여수-초도-거문,거문도,손죽도,데모크라시1,등급없음,1000,500,500,250,2003-01-31,22:49.7
여수-초도-거문,거문도,손죽도,데모크라시1,등급없음,1000,500,500,250,2003-01-31,22:49.7
여수-초도-거문,거문도,손죽도,가고오고호,일반,1000,500,500,250,2003-01-31,22:49.7
여수-초도-거문,거문도,초도_대동,오가고호,등급없음,1000,500,500,250,2003-01-31,22:49.7
여수-초도-거문,거문도,초도_대동,오가고호,등급없음,1000,500,500,250,2003-01-31,22:49.8
여수-초도-거문,거문도,초도_대동,오가고호,등급없음,1000,500,500,250,2003-01-31,22:49.8
여수-초도-거문,거문도,초도_대동,페레스트로이카,등급없음,1000,500,500,250,2003-01-31,22:49.7
여수-초도-거문,거문도,초도_대동,모비딕,등급없음,1000,500,500,250,2003-01-31,22:49.7
여수-초도-거문,거문도,초도_대동,모비딕,등급없음,1000,500,500,250,2003-01-31,22:49.8
여수-초도-거문,거문도,초도_대동,데모크라시1,등급없음,1000,500,500,250,2003-01-31,22:49.7
여수-초도-거문,거문도,초도_대동,데모크라시1,등급없음,1000,500,500,250,2003-01-31,22:49.8
여수-초도-거문,거문도,초도_대동,데모크라시1,등급없음,1000,500,500,250,2003-01-31,22:49.8
여수-초도-거문,거문도,초도_대동,가고오고호,일반,1000,500,500,250,2003-01-31,22:49.7
여수-초도-거문,거문도,초도_진막,오가고호,등급없음,1000,500,500,250,2003-01-31,22:49.8
여수-초도-거문,거문도,초도_진막,오가고호,등급없음,1000,500,500,250,2003-01-31,22:49.8
여수-초도-거문,거문도,초도_진막,오가고호,등급없음,1000,500,500,250,2003-01-31,22:49.8
여수-초도-거문,거문도,초도_진막,페레스트로이카,등급없음,1000,500,500,250,2003-01-31,22:49.8
여수-초도-거문,거문도,초도_진막,모비딕,등급없음,1000,500,500,250,2003-01-31,22:49.8
여수-초도-거문,거문도,초도_진막,모비딕,등급없음,1000,500,500,250,2003-01-31,22:49.8
여수-초도-거문,거문도,초도_진막,데모크라시1,등급없음,1000,500,500,250,2003-01-31,22:49.8
여수-초도-거문,거문도,초도_진막,데모크라시1,등급없음,1000,500,500,250,2003-01-31,22:49.8
여수-초도-거문,거문도,초도_진막,데모크라시1,등급없음,1000,500,500,250,2003-01-31,22:49.8
여수-초도-거문,거문도,초도_진막,가고오고호,일반,1000,500,500,250,2003-01-31,22:49.8
여수-초도-거문,거문도,초도_의성,오가고호,등급없음,1000,500,500,250,2003-01-31,22:49.7
여수-초도-거문,거문도,초도_의성,오가고호,등급없음,1000,500,500,250,2003-01-31,22:49.7
여수-초도-거문,거문도,초도_의성,오가고호,등급없음,1000,500,500,250,2003-01-31,22:49.7
여수-초도-거문,거문도,초도_의성,페레스트로이카,등급없음,1000,500,500,250,2003-01-31,22:49.7
여수-초도-거문,거문도,초도_의성,모비딕,등급없음,1000,500,500,250,2003-01-31,22:49.7
여수-초도-거문,거문도,초도_의성,모비딕,등급없음,1000,500,500,250,2003-01-31,22:49.7
여수-초도-거문,거문도,초도_의성,데모크라시1,등급없음,1000,500,500,250,2003-01-31,22:49.7
여수-초도-거문,거문도,초도_의성,데모크라시1,등급없음,1000,500,500,250,2003-01-31,22:49.7
여수-초도-거문,거문도,초도_의성,데모크라시1,등급없음,1000,500,500,250,2003-01-31,22:49.7
여수-초도-거문,거문도,초도_의성,가고오고호,일반,1000,500,500,250,2003-01-31,22:49.7
여수-초도-거문,거문도,여수,오가고호,등급없음,1000,500,500,250,2003-01-31,22:49.7
여수-초도-거문,거문도,여수,오가고호,등급없음,1000,500,500,250,2003-01-31,22:49.7
여수-초도-거문,거문도,여수,오가고호,등급없음,1000,500,500,250,2003-01-31,22:49.7
여수-초도-거문,거문도,여수,페레스트로이카,등급없음,1000,500,500,250,2003-01-31,22:49.7
여수-초도-거문,거문도,여수,모비딕,등급없음,1000,500,500,250,2003-01-31,22:49.7
여수-초도-거문,거문도,여수,모비딕,등급없음,1000,500,500,250,2003-01-31,22:49.7
여수-초도-거문,거문도,여수,데모크라시1,등급없음,1000,500,500,250,2003-01-31,22:49.7
여수-초도-거문,거문도,여수,데모크라시1,등급없음,1000,500,500,250,2003-01-31,22:49.7
여수-초도-거문,거문도,여수,데모크라시1,등급없음,1000,500,500,250,2003-01-31,22:49.7
여수-초도-거문,거문도,여수,가고오고호,일반,1000,500,500,250,2003-01-31,22:49.7
여수-초도-거문,여수,거문도,오가고호,등급없음,1500,750,750,350,2003-01-31,22:49.6
여수-초도-거문,여수,거문도,오가고호,등급없음,1500,750,750,350,2003-01-31,22:49.6
여수-초도-거문,여수,거문도,오가고호,등급없음,1500,750,750,350,2003-01-31,22:49.6
여수-초도-거문,여수,거문도,페레스트로이카,등급없음,1500,750,750,350,2003-01-31,22:49.6
여수-초도-거문,여수,거문도,모비딕,등급없음,1500,750,750,350,2003-01-31,22:49.6
여수-초도-거문,여수,거문도,모비딕,등급없음,1500,750,750,350,2003-01-31,22:49.6
여수-초도-거문,여수,거문도,데모크라시1,등급없음,1500,750,750,350,2003-01-31,22:49.6
여수-초도-거문,여수,거문도,데모크라시1,등급없음,1500,750,750,350,2003-01-31,22:49.6
여수-초도-거문,여수,거문도,데모크라시1,등급없음,1500,750,750,350,2003-01-31,22:49.6
여수-초도-거문,여수,거문도,가고오고호,일반,1500,750,750,350,2003-01-31,22:49.6
여수-초도-거문,여수,동도,오가고호,등급없음,1500,750,750,350,2003-01-31,22:49.6
여수-초도-거문,여수,동도,오가고호,등급없음,1500,750,750,350,2003-01-31,22:49.6
여수-초도-거문,여수,동도,오가고호,등급없음,1500,750,750,350,2003-01-31,22:49.6
여수-초도-거문,여수,동도,페레스트로이카,등급없음,1500,750,750,350,2003-01-31,22:49.6
여수-초도-거문,여수,동도,모비딕,등급없음,1500,750,750,350,2003-01-31,22:49.6
여수-초도-거문,여수,동도,모비딕,등급없음,1500,750,750,350,2003-01-31,22:49.6
여수-초도-거문,여수,동도,데모크라시1,등급없음,1500,750,750,350,2003-01-31,22:49.6
여수-거문(신),외나로도,동도,하멜,2층,1500,750,750,750,2024-08-02,11:11.2
여수-거문(신),외나로도,동도,하멜,2층,1500,750,750,750,2024-09-14,38:06.5
여수-거문(신),외나로도,동도,하멜,2층,1500,750,750,750,2024-09-19,38:06.5
여수-거문(신),외나로도,동도,웨스트그린호,일반석,1500,750,750,750,2024-07-01,37:14.4
여수-거문(신),외나로도,동도,웨스트그린호,우등석,1500,750,750,750,2024-07-01,37:14.4
여수-거문(신),외나로도,서도,하멜,1층,0,0,0,0,2024-07-24,10:11.1
여수-거문(신),외나로도,서도,하멜,1층,1500,750,750,750,2024-07-25,15:28.5
여수-거문(신),외나로도,서도,하멜,1층,1500,750,750,750,2024-07-30,02:34.9
여수-거문(신),외나로도,서도,하멜,1층,1500,750,750,750,2024-08-02,11:11.2
여수-거문(신),외나로도,서도,하멜,1층,1500,750,750,750,2024-09-14,38:06.5
여수-거문(신),외나로도,서도,하멜,1층,1500,750,750,750,2024-09-19,38:06.5
여수-거문(신),외나로도,서도,하멜,2층,0,0,0,0,2024-07-24,10:11.1
여수-거문(신),외나로도,서도,하멜,2층,1500,750,750,750,2024-07-25,15:28.5
여수-거문(신),외나로도,서도,하멜,2층,1500,750,750,750,2024-07-30,02:34.9
여수-거문(신),외나로도,서도,하멜,2층,1500,750,750,750,2024-08-02,11:11.2
여수-거문(신),외나로도,서도,하멜,2층,1500,750,750,750,2024-09-14,38:06.5
여수-거문(신),외나로도,서도,하멜,2층,1500,750,750,750,2024-09-19,38:06.5
여수-거문(신),외나로도,서도,웨스트그린호,일반석,1500,750,750,750,2024-07-01,37:14.4
여수-거문(신),외나로도,서도,웨스트그린호,우등석,1500,750,750,750,2024-07-01,37:14.4
여수-거문(신),외나로도,손죽도,하멜,1층,0,0,0,0,2024-07-24,10:11.1
여수-거문(신),외나로도,손죽도,하멜,1층,1300,450,550,400,2024-07-25,15:28.5
여수-거문(신),외나로도,손죽도,하멜,1층,1500,700,750,600,2024-07-30,02:34.9
여수-거문(신),외나로도,손죽도,하멜,1층,1500,700,750,600,2024-08-02,11:11.2
여수-거문(신),외나로도,손죽도,하멜,1층,1500,700,750,600,2024-09-14,38:06.5
여수-거문(신),외나로도,손죽도,하멜,1층,1500,700,750,600,2024-09-19,38:06.5
여수-거문(신),외나로도,손죽도,하멜,2층,0,0,0,0,2024-07-24,10:11.1
여수-거문(신),외나로도,손죽도,하멜,2층,1300,450,550,400,2024-07-25,15:28.5
여수-거문(신),외나로도,손죽도,하멜,2층,1500,700,750,600,2024-07-30,02:34.9
여수-거문(신),외나로도,손죽도,하멜,2층,1500,700,750,600,2024-08-02,11:11.2
여수-거문(신),외나로도,손죽도,하멜,2층,1500,700,750,600,2024-09-14,38:06.5
여수-거문(신),외나로도,손죽도,하멜,2층,1500,700,750,600,2024-09-19,38:06.5
여수-거문(신),외나로도,손죽도,웨스트그린호,일반석,1300,450,550,400,2024-07-01,37:14.4
여수-거문(신),외나로도,손죽도,웨스트그린호,우등석,1300,450,550,400,2024-07-01,37:14.4
여수-거문(신),외나로도,초도_대동,하멜,1층,0,0,0,0,2024-07-24,10:11.1
여수-거문(신),외나로도,초도_대동,하멜,1층,1500,600,700,500,2024-07-25,15:28.5
여수-거문(신),외나로도,초도_대동,하멜,1층,1500,600,750,750,2024-07-30,02:34.9
여수-거문(신),외나로도,초도_대동,하멜,1층,1500,600,750,750,2024-08-02,11:11.2
여수-거문(신),외나로도,초도_대동,하멜,1층,1500,600,750,750,2024-09-14,38:06.5
여수-거문(신),외나로도,초도_대동,하멜,1층,1500,600,750,750,2024-09-19,38:06.5
여수-거문(신),외나로도,초도_대동,하멜,2층,0,0,0,0,2024-07-24,10:11.1
여수-거문(신),외나로도,초도_대동,하멜,2층,1500,600,700,500,2024-07-25,15:28.5
여수-거문(신),외나로도,초도_대동,하멜,2층,1500,600,750,750,2024-07-30,02:34.9
여수-거문(신),외나로도,초도_대동,하멜,2층,1500,600,750,750,2024-08-02,11:11.2
여수-거문(신),외나로도,초도_대동,하멜,2층,1500,600,750,750,2024-09-14,38:06.5
여수-거문(신),외나로도,초도_대동,하멜,2층,1500,600,750,750,2024-09-19,38:06.5
여수-거문(신),외나로도,초도_대동,웨스트그린호,일반석,1500,600,700,500,2024-07-01,37:14.4
여수-거문(신),외나로도,초도_대동,웨스트그린호,우등석,1500,600,700,500,2024-07-01,37:14.4
여수-거문(신),외나로도,초도_의성,하멜,1층,0,0,0,0,2024-07-24,10:11.1
여수-거문(신),외나로도,초도_의성,하멜,1층,1500,600,700,500,2024-07-25,15:28.5
여수-거문(신),외나로도,초도_의성,하멜,1층,1500,600,750,750,2024-07-30,02:34.9
여수-거문(신),외나로도,초도_의성,하멜,1층,1500,600,750,750,2024-08-02,11:11.2
여수-거문(신),외나로도,초도_의성,하멜,1층,1500,600,750,750,2024-09-14,38:06.5
여수-거문(신),외나로도,초도_의성,하멜,1층,1500,600,750,750,2024-09-19,38:06.5
여수-거문(신),외나로도,초도_의성,하멜,2층,0,0,0,0,2024-07-24,10:11.1
여수-거문(신),외나로도,초도_의성,하멜,2층,1500,600,700,500,2024-07-25,15:28.5
여수-거문(신),외나로도,초도_의성,하멜,2층,1500,600,750,750,2024-07-30,02:34.9
여수-거문(신),외나로도,초도_의성,하멜,2층,1500,600,750,750,2024-08-02,11:11.2
여수-거문(신),외나로도,초도_의성,하멜,2층,1500,600,750,750,2024-09-14,38:06.5
여수-거문(신),외나로도,초도_의성,하멜,2층,1500,600,750,750,2024-09-19,38:06.5
여수-거문(신),외나로도,초도_의성,웨스트그린호,일반석,1500,600,700,500,2024-07-01,37:14.4
여수-거문(신),외나로도,초도_의성,웨스트그린호,우등석,1500,600,700,500,2024-07-01,37:14.4
여수-거문(신),외나로도,여수,하멜,1층,0,0,0,0,2024-07-24,10:11.1
여수-거문(신),외나로도,여수,하멜,1층,1200,450,0,0,2024-07-25,15:28.5
여수-거문(신),외나로도,여수,하멜,1층,1500,650,0,0,2024-07-30,02:34.9
여수-거문(신),외나로도,여수,하멜,1층,1500,650,0,0,2024-08-02,11:11.2
여수-거문(신),외나로도,여수,하멜,1층,1500,650,0,0,2024-09-14,38:06.5
여수-거문(신),외나로도,여수,하멜,1층,1500,650,0,0,2024-09-19,38:06.5
여수-거문(신),외나로도,여수,하멜,2층,0,0,0,0,2024-07-24,10:11.1
여수-거문(신),외나로도,여수,하멜,2층,1200,450,0,0,2024-07-25,15:28.5
여수-거문(신),외나로도,여수,하멜,2층,1500,650,0,0,2024-07-30,02:34.9
여수-거문(신),외나로도,여수,하멜,2층,1500,650,0,0,2024-08-02,11:11.2
여수-거문(신),외나로도,여수,하멜,2층,1500,650,0,0,2024-09-14,38:06.5
여수-거문(신),외나로도,여수,하멜,2층,1500,650,0,0,2024-09-19,38:06.5
여수-거문(신),외나로도,여수,웨스트그린호,일반석,1200,450,0,0,2024-07-01,37:14.4
여수-거문(신),외나로도,여수,웨스트그린호,우등석,1200,450,0,0,2024-07-01,37:14.4
여수-거문(신),여수,거문도,하멜,1층,0,0,0,0,2024-07-24,10:11.1
여수-거문(신),여수,거문도,하멜,1층,0,750,750,750,2024-07-25,15:28.5
여수-거문(신),여수,거문도,하멜,1층,1500,750,750,750,2024-07-30,02:34.9
여수-거문(신),여수,거문도,하멜,1층,1500,750,750,750,2024-08-02,11:11.2
여수-거문(신),여수,거문도,하멜,1층,1500,750,750,750,2024-09-14,38:06.5
여수-거문(신),여수,거문도,하멜,1층,1500,750,750,750,2024-09-19,38:06.5
여수-거문(신),여수,거문도,하멜,2층,0,0,0,0,2024-07-24,10:11.1
여수-거문(신),여수,거문도,하멜,2층,0,750,750,750,2024-07-25,15:28.5
여수-거문(신),여수,거문도,하멜,2층,1500,750,750,750,2024-07-30,02:34.9
여수-거문(신),여수,거문도,하멜,2층,1500,750,750,750,2024-08-02,11:11.2
여수-거문(신),여수,거문도,하멜,2층,1500,750,750,750,2024-09-14,38:06.5
여수-거문(신),여수,거문도,하멜,2층,1500,750,750,750,2024-09-19,38:06.5
여수-거문(신),여수,거문도,웨스트그린호,일반석,1500,750,750,750,2024-07-01,37:14.4
여수-거문(신),여수,거문도,웨스트그린호,우등석,1500,750,750,750,2024-07-01,37:14.4
여수-거문(신),여수,동도,하멜,1층,0,0,0,0,2024-07-24,10:11.1
여수-거문(신),여수,동도,하멜,1층,1500,750,750,750,2024-07-25,15:28.5
여수-거문(신),여수,동도,하멜,1층,1500,750,750,750,2024-07-30,02:34.9
여수-거문(신),여수,동도,하멜,1층,1500,750,750,750,2024-08-02,11:11.2
여수-거문(신),여수,동도,하멜,1층,1500,750,750,750,2024-09-14,38:06.5
여수-거문(신),여수,동도,하멜,1층,1500,750,750,750,2024-09-19,38:06.5
여수-거문(신),여수,동도,하멜,2층,0,0,0,0,2024-07-24,10:11.1
여수-거문(신),여수,동도,하멜,2층,1500,750,750,750,2024-07-25,15:28.5
여수-거문(신),여수,동도,하멜,2층,1500,750,750,750,2024-07-30,02:34.9
여수-거문(신),여수,동도,하멜,2층,1500,750,750,750,2024-08-02,11:11.2
여수-거문(신),여수,동도,하멜,2층,1500,750,750,750,2024-09-14,38:06.5
여수-거문(신),여수,동도,하멜,2층,1500,750,750,750,2024-09-19,38:06.5
여수-거문(신),여수,동도,웨스트그린호,일반석,1500,750,750,750,2024-07-01,37:14.4
여수-거문(신),여수,동도,웨스트그린호,우등석,1500,750,750,750,2024-07-01,37:14.4
여수-거문(신),여수,서도,하멜,1층,0,0,0,0,2024-07-24,10:11.1
여수-거문(신),여수,서도,하멜,1층,1500,750,750,750,2024-07-25,15:28.5
여수-거문(신),여수,서도,하멜,1층,1500,750,750,750,2024-07-30,02:34.9
여수-거문(신),여수,서도,하멜,1층,1500,750,750,750,2024-08-02,11:11.2
여수-거문(신),여수,서도,하멜,1층,1500,750,750,750,2024-09-14,38:06.5
여수-거문(신),여수,서도,하멜,1층,1500,750,750,750,2024-09-19,38:06.5
여수-거문(신),여수,서도,하멜,2층,0,0,0,0,2024-07-24,10:11.1
여수-거문(신),여수,서도,하멜,2층,1500,750,750,750,2024-07-25,15:28.5
여수-거문(신),여수,서도,하멜,2층,1500,750,750,750,2024-07-30,02:34.9
여수-둔병,여수,개도_여석,용훈호,등급없음,500,250,400,200,2002-06-01,30:05.6
여수-둔병,여수,개도_여석,용훈호,일등실,6750,3350,2100,1100,2007-09-10,50:42.3
여수-둔병,여수,개도_여석,용훈호,일등실,550,250,450,200,2007-09-20,24:29.1
여수-둔병,여수,개도_여석,대형카훼리3호,1등실,650,300,600,300,2008-07-25,41:10.4
여수-둔병,여수,개도_여석,태평양1호,등급없음,750,200,350,200,2014-08-21,01:05.9
여수-둔병,여수,개도_여석,태평양1호,일반실,750,200,350,200,2017-05-29,46:59.2
여수-둔병,여수,개도_여석,태평양1호,일반실,750,200,350,200,2021-10-08,56:23.1
여수-둔병,여수,개도_여석,백조호,1등실,500,250,400,200,2002-06-01,30:05.6
여수-둔병,여수,개도_여석,백조호,1등실,6750,3350,2100,1100,2007-09-10,50:42.3
여수-둔병,여수,개도_여석,백조호,1등실,550,250,450,200,2007-09-20,24:29.1
여수-둔병,여수,개도_여석,백조호,1등실,650,300,600,300,2008-07-25,41:10.4
여수-둔병,여수,개도_여석,백조호,1등실,650,300,600,300,2010-06-08,25:38.0
여수-둔병,여수,개도_여석,백조호,1등실,750,200,350,200,2012-05-01,01:05.9
여수-둔병,여수,개도_여석,제98화랑호,,500,250,400,200,2002-06-01,30:05.6
여수-둔병,여수,개도_여석,제98화랑호,,6750,3350,2100,1100,2007-09-10,50:42.3
여수-둔병,여수,개도_여석,제98화랑호,,550,250,450,200,2007-09-20,24:29.1
여수-둔병,여수,개도_여석,제98화랑호,,650,300,600,300,2008-07-25,41:10.4
여수-둔병,여수,개도_여석,제98화랑호,,650,300,600,300,2010-06-08,25:38.0
여수-둔병,여수,개도_여석,제98화랑호,,750,200,350,200,2012-05-01,01:05.9
여수-둔병,여수,개도_여석,제98화랑호,일반실,750,200,350,200,2017-06-05,52:37.7
여수-손죽-거문,거문도,초도,남 해  퀸,2층,750,250,300,350,2020-09-29,37:56.7
여수-손죽-거문,거문도,초도,남 해  퀸,2층,750,250,300,350,2022-02-28,03:52.7
여수-손죽-거문,거문도,초도,남 해  퀸,2층VIP1,750,250,300,350,2020-09-29,37:59.3
여수-손죽-거문,거문도,초도,남 해  퀸,2층VIP1,750,250,300,350,2022-02-28,03:52.8
여수-손죽-거문,거문도,초도,남 해  퀸,2층VIP2,750,250,300,350,2020-09-29,38:01.9
여수-손죽-거문,거문도,초도,남 해  퀸,2층VIP2,750,250,300,350,2022-02-28,03:52.8
여수-손죽-거문,거문도,초도,줄리아 아쿠아,일반석,1000,500,500,250,2009-08-27,50:48.5
여수-손죽-거문,거문도,초도,줄리아 아쿠아,일반석,1000,500,500,250,2012-05-17,58:37.8
여수-손죽-거문,거문도,초도,줄리아 아쿠아,일반석,1000,500,500,250,2012-05-27,59:52.5
여수-손죽-거문,거문도,초도,줄리아 아쿠아,일반석,1000,500,500,250,2012-10-01,09:13.9
여수-손죽-거문,거문도,초도,줄리아 아쿠아,일반석,1000,500,500,250,2013-10-01,09:53.2
여수-손죽-거문,거문도,초도,줄리아 아쿠아,일반석,750,250,300,350,2014-07-01,13:56.1
여수-손죽-거문,거문도,초도,줄리아 아쿠아,일반석,750,250,300,350,2016-03-30,37:04.4
여수-손죽-거문,거문도,초도,웨스트그린호,일반석,750,250,300,350,2024-04-15,39:06.4
여수-손죽-거문,거문도,초도,웨스트그린호,일반석,0,0,0,0,2024-09-14,00:03.9
여수-손죽-거문,거문도,초도,웨스트그린호,일반석,750,250,300,350,2024-09-19,00:03.9
여수-손죽-거문,거문도,초도,웨스트그린호,우등석,750,250,300,350,2024-04-15,39:29.3
여수-손죽-거문,거문도,초도,웨스트그린호,우등석,0,0,0,0,2024-09-14,00:03.9
여수-손죽-거문,거문도,초도,웨스트그린호,우등석,750,250,300,350,2024-09-19,00:03.9
여수-손죽-거문,거문도,초도,거문도사랑,1층,750,250,300,350,2024-04-15,06:41.8
여수-손죽-거문,거문도,초도,거문도사랑,2층,750,250,300,350,2024-04-15,06:46.9
여수-손죽-거문,거문도,초도,오가고호,등급없음,0,0,0,0,2005-12-31,28:47.0
여수-손죽-거문,거문도,초도,오가고호,등급없음,1000,500,500,250,2006-01-02,36:18.5
여수-손죽-거문,거문도,초도,오가고호,일등실,0,0,0,0,2008-07-25,58:07.6
여수-손죽-거문,거문도,초도,오가고호,일등실,1000,500,500,250,2013-10-01,55:07.8
여수-손죽-거문,거문도,초도,오가고호,등급없음,1000,500,500,250,2008-07-25,58:07.6
여수-손죽-거문,거문도,초도,오가고호,등급없음,1000,500,500,250,2013-10-01,55:17.4
여수-손죽-거문,거문도,초도,오가고호,등급없음,0,0,0,0,2008-07-25,58:07.6
여수-손죽-거문,거문도,초도,오가고호,등급없음,1000,500,500,250,2013-10-01,55:26.5
여수-손죽-거문,거문도,초도,페레스트로이카,등급없음,0,0,0,0,2005-12-31,28:47.0
여수-손죽-거문,거문도,초도,페레스트로이카,등급없음,1000,500,500,250,2006-01-02,36:18.5
여수-손죽-거문,거문도,초도,페레스트로이카,일등실,0,0,0,0,2008-07-25,58:07.6
여수-손죽-거문,거문도,초도,모비딕,등급없음,0,0,0,0,2008-07-25,58:07.6
여수-손죽-거문,거문도,초도,모비딕,등급없음,1000,500,500,250,2008-07-25,58:07.6
여수-손죽-거문,거문도,초도,모비딕,등급없음,0,0,0,0,2008-07-25,58:07.6
여수-손죽-거문,거문도,초도,데모크라시1,등급없음,0,0,0,0,2005-12-31,28:47.0
여수-손죽-거문,거문도,초도,데모크라시1,등급없음,1000,500,500,250,2006-01-02,36:18.5
여수-손죽-거문,거문도,초도,데모크라시1,등급없음,0,0,0,0,2008-07-25,58:07.6
여수-손죽-거문,거문도,초도,데모크라시1,등급없음,1000,500,500,250,2013-10-01,55:07.8
여수-손죽-거문,거문도,초도,데모크라시1,등급없음,1000,500,500,250,2008-07-25,58:07.6
여수-손죽-거문,거문도,초도,데모크라시1,등급없음,1000,500,500,250,2013-10-01,55:17.4
여수-손죽-거문,거문도,서도/동도,줄리아 아쿠아,일반석,0,0,0,0,2016-03-30,37:04.4
여수-손죽-거문,거문도,서도/동도,백령아일랜드,1등실,0,0,0,0,2005-12-31,28:47.0
여수-손죽-거문,거문도,서도/동도,백령아일랜드,1등실,1000,500,500,250,2006-01-02,36:18.5
여수-손죽-거문,거문도,서도/동도,유토피아,등급없음,0,0,0,0,2015-04-09,13:56.2
여수-손죽-거문,거문도,서도/동도,유토피아,등급없음,0,0,0,0,2015-04-09,13:56.2
여수-손죽-거문,거문도,서도/동도,웨스트그린호,일반석,0,0,0,0,2023-02-22,51:39.4
여수-손죽-거문,거문도,서도/동도,웨스트그린호,우등석,0,0,0,0,2023-02-22,51:43.6
여수-손죽-거문,거문도,서도/동도,거문도사랑,1층,0,0,0,0,2024-04-09,13:12.2
여수-손죽-거문,거문도,서도/동도,거문도사랑,2층,0,0,0,0,2024-04-09,13:19.3
여수-손죽-거문,거문도,서도/동도,NULL,등급없음,0,0,0,0,2015-04-01,09:57.2
여수-손죽-거문,거문도,서도/동도,NULL,등급없음,0,0,0,0,2016-05-04,01:52.5
여수-손죽-거문,거문도,서도/동도,파라다이스,1층,0,0,0,0,2021-04-14,48:57.6
여수-손죽-거문,거문도,서도/동도,파라다이스,1층,0,0,0,0,2023-07-24,33:21.1
여수-손죽-거문,거문도,서도/동도,파라다이스,2층,0,0,0,0,2021-04-14,49:01.8
여수-손죽-거문,거문도,서도/동도,파라다이스,2층,0,0,0,0,2023-07-24,33:21.1
여수-손죽-거문,거문도,서도/동도,남 해  퀸,1층,0,0,0,0,2020-09-29,37:52.8
여수-손죽-거문,거문도,서도/동도,남 해  퀸,1층,0,0,0,0,2022-02-28,03:52.7
여수-손죽-거문,거문도,서도/동도,남 해  퀸,2층,0,0,0,0,2020-09-29,37:56.7
여수-손죽-거문,거문도,서도/동도,남 해  퀸,2층,0,0,0,0,2022-02-28,03:52.7
